mr,ref,errors,incorrect slots
request_attribute(platforms[]),What is your preferred platform for gaming these days?,0,
request_attribute(platforms[]),Is there a platform you game on exclusively?,0,
request_attribute(platforms[]),Do you have a gaming platform you definitely prefer over the others?,0,
request_attribute(platforms[]),Which platform do you mostly game on?,0,
request_attribute(platforms[]),"I'm curious, do you mostly game on a single platform?",0,
request_attribute(platforms[]),What gaming platform do you prefer?,0,
request_attribute(platforms[]),What's your favorite platform for games?,0,
request_attribute(platforms[]),Which platform do you go for when it comes to games?,0,
request_attribute(platforms[]),What gaming platform do you generally choose?,0,
request_attribute(platforms[]),Which platform are you partial to for video games?,0,
request_attribute(available_on_steam[]),Does it matter to you if a game is on Steam?,0,
request_attribute(available_on_steam[]),Is a game being on Steam or not a dealbreaker to you?,0,
request_attribute(available_on_steam[]),Do you prefer that a game be available on Steam?,0,
request_attribute(available_on_steam[]),Do you prefer getting your games on Steam?,0,
request_attribute(available_on_steam[]),Is availability of a game on Steam important to you?,0,
request_attribute(available_on_steam[]),Do you prefer playing games that you can get on Steam?,0,
request_attribute(available_on_steam[]),Would you say it's important to you that a game is available on Steam?,0,
request_attribute(available_on_steam[]),Do you mostly play games on Steam?,0,
request_attribute(available_on_steam[]),Is it more convenient for you to play games on Steam?,0,
request_attribute(available_on_steam[]),Do you purchase games from Steam?,0,
request_attribute(available_on_steam[]),Do you find availability on Steam to be important to you when deciding about getting a new game?,0,
request_attribute(available_on_steam[]),Do you like games with availability on Steam?,0,
request_attribute(available_on_steam[]),Are games that are available on Steam more likely to make it into your game library?,0,
request_attribute(available_on_steam[]),Would you say Steam makes it more convenient for you to get new games to play?,0,
request_attribute(available_on_steam[]),Has Steam been the major source of your video games in the past few years?,0,
request_attribute(has_linux_release[]),Are you a Linux gamer?,0,
request_attribute(has_linux_release[]),Is Linux your OS for gaming?,0,
request_attribute(has_linux_release[]),Do you like to game on Linux?,0,
request_attribute(has_linux_release[]),Do you game often on Linux?,0,
request_attribute(has_linux_release[]),Is Linux your gaming OS of choice?,0,
request_attribute(has_linux_release[]),Have you ever played a game on Linux?,0,
request_attribute(has_linux_release[]),Do you have any experience with gaming on a Linux system?,0,
request_attribute(has_linux_release[]),Would you recommend Linux for playing games?,0,
request_attribute(has_linux_release[]),Does it matter to you if you can play a game on a Linux OS?,0,
request_attribute(has_linux_release[]),Do you ever play games on a Linux system?,0,
request_attribute(has_linux_release[]),Do you play games on Linux at all?,0,
request_attribute(has_linux_release[]),Do you like Linux games?,0,
request_attribute(has_linux_release[]),Is it important for you that a game is also available on Linux?,0,
request_attribute(has_linux_release[]),Do you do any of your gaming on a Linux system?,0,
request_attribute(has_linux_release[]),Is it a dealbreaker for you if a game does not support Linux?,0,
request_attribute(has_mac_release[]),Do you think Mac is a better gaming platform than others?,0,
request_attribute(has_mac_release[]),Do you generally play games on the Mac OS?,0,
request_attribute(has_mac_release[]),Does a game need a Mac release for you to be interested in it?,0,
request_attribute(has_mac_release[]),Is Mac the platform of your choice?,0,
request_attribute(has_mac_release[]),Is it important for you that games have a Mac release in order for you to play it?,0,
request_attribute(has_mac_release[]),Are you a Mac gamer?,0,
request_attribute(has_mac_release[]),Do you play video games on the Mac OS?,0,
request_attribute(has_mac_release[]),Do you play your games on Mac?,0,
request_attribute(has_mac_release[]),Is Mac your favorite platform for gaming?,0,
request_attribute(has_mac_release[]),Do you use Mac as a platform for your gaming?,0,
request_attribute(has_mac_release[]),Do you play games on Mac?,0,
request_attribute(has_mac_release[]),Does a game having a Mac release matter to you?,0,
request_attribute(has_mac_release[]),Do you enjoy gaming on a Mac?,0,
request_attribute(has_mac_release[]),Would you not consider a game without a Mac release?,0,
request_attribute(has_mac_release[]),Do you ever game on a Mac?,0,
