mr,ref
"suggest(name[Rocket League], esrb[E (for Everyone)], genres[sport, vehicular combat])","Have you played any vehicular combat sports games that are rated E (for Everyone), just like Rocket League?"
"suggest(name[Super Bomberman], genres[action, strategy], platforms[Nintendo])","Do you enjoy playing action strategy games on Nintendo, such as Super Bomberman?"
"suggest(name[Super Bomberman], release_year[1993], developer[Hudson Soft])","Just curious, what do you think of games by Hudson Soft released in 1993, such as Super Bomberman?"
"suggest(name[Super Bomberman], esrb[E (for Everyone)], player_perspective[bird view])","Do you like bird's eye view games rated E (for Everyone), such as Super Bomberman?"
"suggest(name[Super Bomberman], player_perspective[bird view], has_multiplayer[no])","What is your opinion on bird's eye view games that have no multiplayer option, such as Super Bomberman? Any of them good?"
"suggest(name[Super Bomberman], release_year[1993], esrb[E (for Everyone)])","Did you find any games rated E (for Everyone) fun that came out in 1993, such as Super Bomberman?"
"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], platforms[PlayStation])","Ever played a vehicular combat sports game for the PlayStation, like for example MotorStorm: Apocalypse?"
"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], has_multiplayer[yes])","Do you enjoy multiplayer sports games with vehicular combat, like MotorStorm: Apocalypse?"
"suggest(name[MotorStorm: Apocalypse], developer[Evolution Studios], player_perspective[third person])","Ever had any experience with one of Evolution Studios' third person perspective games, like MotorStorm: Apocalypse?"
"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], player_perspective[third person])","So then do you also enjoy third person vehicular combat games, like MotorStorm: Apocalypse?"
"suggest(name[MotorStorm: Apocalypse], release_year[2011], platforms[PlayStation])","So then have you ever played a PlayStation game from 2011, for example MotorStorm: Apocalypse?"
"suggest(name[Undertale], release_year[2015], developer[tobyfox])","Have you enjoyed played any games by tobyfox that came out in 2015, such as Undertale?"
"suggest(name[Undertale], genres[adventure, indie, role-playing], player_perspective[bird view])","Are you interested in indie adventure RPGs that use a bird view perspective, such as Undertale?"
"suggest(name[Undertale], release_year[2015], platforms[PlayStation])","Do you think you would enjoy PlayStation games that came out in 2015, such as Undertale?"
"suggest(name[Undertale], genres[adventure, indie, role-playing], has_multiplayer[no])","Do you sometimes also enjoy indie role-playing adventure games with no multiplayer option, such as Undertale?"
"suggest(name[Undertale], developer[tobyfox], has_multiplayer[no])","Would you be interested in trying any single-player games by tobyfox, such as Undertale?"
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], developer[CD Projekt RED])","Have you played any of the games by CD Projekt RED from 2015, for example The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], player_perspective[third person])","Do you have an opinion on third person action-adventure role-playing games, such as The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], platforms[Xbox])","Do you also like Xbox games rated M (for Mature), such as The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], developer[CD Projekt RED], platforms[Xbox])","What do you think of Xbox games by CD Projekt RED, such as The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], esrb[M (for Mature)])","Do you have any of the games rated M (for Mature) that came out in 2015 on your wish list, such as The Witcher 3: Wild Hunt?"
"suggest(name[NBA 2K16], release_year[2015], developer[Visual Concepts])","Do you have any experience with one of the games released by Visual Concepts in 2015, such as NBA 2K16?"
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], genres[sport])","Do you also like sports games rated E 10+ (for Everyone 10 and Older), such as NBA 2K16?"
"suggest(name[NBA 2K16], player_perspective[third person], platforms[PlayStation])","Would you say you're a fan of third person games for PlayStation, such as NBA 2K16?"
"suggest(name[NBA 2K16], developer[Visual Concepts], genres[sport])","Have you played enough sports games by Visual Concepts, such as NBA 2K16, to form an opinion on them?"
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Do you like multiplayer games rated E 10+ (for Everyone 10 and Older), for example, NBA 2K16?"
"suggest(name[Silent Hill 2], esrb[M (for Mature)], genres[action-adventure, puzzle])","Would you ever consider playing an M rated action-adventure puzzle game, such as Silent Hill 2?"
"suggest(name[Silent Hill 2], player_perspective[third person], platforms[PC])","So do you enjoy third person perspective PC games, like Silent Hill 2?"
"suggest(name[Silent Hill 2], genres[action-adventure, puzzle], player_perspective[third person])","Do you have a good experience with a third person action-adventure puzzle games, like Silent Hill 2?"
"suggest(name[Silent Hill 2], release_year[2001], developer[Konami Computer Entertainment Tokyo])","Are you familiar with Konami Computer Entertainment Tokyo's 2001 games, like Silent Hill 2?"
"suggest(name[Silent Hill 2], esrb[M (for Mature)], platforms[PC])","Do you enjoy M rated PC games, like Silent Hill 2?"
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], genres[simulation, strategy])","So I'm wondering, do you also enjoy MicroProse's strategy simulators like RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], platforms[PC])","Are you familiar with developer MicroProse's lineup of PC games, one example being RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], release_year[1999], platforms[PC])","Did you ever play a 1999 PC game, for example RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])","Do you enjoy playing bird view strategy simulators, games like RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], release_year[1999], has_linux_release[yes])","What about any Linux games released back in 1999, have you ever played any of those games, such as RollerCoaster Tycoon?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], developer[Ubisoft Montreal], esrb[M (for Mature)])","I'm curious, would you be interested in playing any M rated games developed by Ubisoft Montreal, such as Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], player_perspective[third person])","Have you played any third person tactical action games, for instance, Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], player_perspective[third person])","Do you have experience with any third person games that were released in 2005, like Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], has_multiplayer[yes], available_on_steam[yes])","Do you normally play multiplayer games on Steam, you know, games like Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], available_on_steam[yes])","Have you played through any tactical action games on Steam, such as Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[BioShock], release_year[2007], genres[action-adventure, role-playing, shooter])","Do you think highly of any action-adventure RPG shooters from 2007, perhaps BioShock?"
"suggest(name[BioShock], esrb[M (for Mature)], genres[action-adventure, role-playing, shooter])","Are you also a fan of action-adventure role-playing shooter games rated M (for Mature), such as BioShock?"
"suggest(name[BioShock], player_perspective[first person], platforms[PC])","Do you enjoy first person PC games, such as BioShock?"
"suggest(name[BioShock], developer[2K Boston], available_on_steam[yes])","Just curious, do you think 2K Boston's games available on Steam are any good, for instance BioShock?"
"suggest(name[BioShock], esrb[M (for Mature)], platforms[PC])","Do you enjoy PC games rated M (for Mature), such as BioShock?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016], esrb[T (for Teen)])","Have you played any games rated T (for Teen) that came out in 2016, for instance, Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], has_multiplayer[yes])","Do you like multiplayer games by EA Digital Illusions CE, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person], platforms[Xbox])","Would you ever play an Xbox games with first person perspective, such as Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], genres[action-adventure, fighting], platforms[Xbox])","Are you familiar with action-adventure fighting games on Xbox, the Mirror's Edge Catalyst type, you know?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016], has_multiplayer[yes])","Have you been eyeing any multiplayer games from 2016, such as Mirror's Edge Catalyst?"
"suggest(name[Max Payne], release_year[2001], developer[Remedy Entertainment])","What about games released by Remedy Entertainment in 2001, such as Max Payne? Does that sound fun?"
"suggest(name[Max Payne], esrb[M (for Mature)], genres[action-adventure, shooter])","Do you have the stomach for M rated action-adventure shooters, such as Max Payne?"
"suggest(name[Max Payne], developer[Remedy Entertainment], platforms[Xbox])","Do you enjoy any Xbox games by Remedy Entertainment, like their Max Payne?"
"suggest(name[Max Payne], esrb[M (for Mature)], platforms[Xbox])","Do you ever play games rated M (for Mature) on your Xbox, such as Max Payne?"
"suggest(name[Max Payne], genres[action-adventure, shooter], player_perspective[third person])",Have you considered trying action-adventure third person shooter games like Max Payne?
"suggest(name[Dirt: Showdown], genres[driving/racing, sport], has_multiplayer[yes])","I was just wondering if you also like any sport racing games that have multiplayer, such as Dirt: Showdown?"
"suggest(name[Dirt: Showdown], player_perspective[first person], platforms[PC])","Just curious, would you be open to any first person PC games, you know, like that Dirt: Showdown?"
"suggest(name[Dirt: Showdown], release_year[2012], platforms[PC])",Have you played any of the 2012 PC games like Dirt: Showdown?
"suggest(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Do you also like multiplayer games rated E 10+, such as Dirt: Showdown?"
"suggest(name[Dirt: Showdown], release_year[2012], developer[Codemasters Southam])","What do you think of Codemasters Southam's games from 2012, like Dirt: Showdown? Would you consider playing one?"
"suggest(name[Little Big Adventure], release_year[1994], developer[Adeline Software International])","Do you have any good experience with Adeline Software International's 1994 games, for instance, Little Big Adventure?"
"suggest(name[Little Big Adventure], player_perspective[third person], platforms[PC])","Do you by any chance enjoy third person PC games, such as Little Big Adventure?"
"suggest(name[Little Big Adventure], esrb[T (for Teen)], genres[action-adventure])",Do you also like action-adventure games rated T (for Teen) like Little Big Adventure?
"suggest(name[Little Big Adventure], developer[Adeline Software International], player_perspective[third person])","Do third person games by Adeline Software International, such as Little Big Adventure, sound any interesting to you?"
"suggest(name[Little Big Adventure], has_multiplayer[no], platforms[PC])","What do you think of PC games with no multiplayer, just like that Little Big Adventure? Could that be fun?"
"suggest(name[Bus Driver], developer[SCS Software], has_mac_release[no])","You ever played one of SCS Software's PC games although without a Mac release, like Bus Driver?"
"suggest(name[Bus Driver], genres[driving/racing, indie, simulation], platforms[PC])","Do you enjoy indie driving simulators for the PC, like Bus Driver?"
"suggest(name[Bus Driver], developer[SCS Software], available_on_steam[yes])","You ever played one of SCS Software's games on Steam, like for example Bus Driver?"
"suggest(name[Bus Driver], esrb[E (for Everyone)], available_on_steam[yes])","Do you tend to play any E rated games on Steam, like for example Bus Driver?"
"suggest(name[Bus Driver], release_year[2014], genres[driving/racing, indie, simulation])","You ever played any of the indie driving simulators released in 2014, like for example Bus Driver?"
"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])","I was wondering if you like playing third person sports games, such as Tony Hawk's Pro Skater 3."
"suggest(name[Tony Hawk's Pro Skater 3], has_multiplayer[yes], platforms[PlayStation])",Do you happen to enjoy multiplayer PlayStation games like Tony Hawk's Pro Skater 3?
"suggest(name[Tony Hawk's Pro Skater 3], release_year[2001], developer[Neversoft Entertainment])","Do you like any of Neversoft Entertainment's 2001 games, such as Tony Hawk's Pro Skater 3?"
"suggest(name[Tony Hawk's Pro Skater 3], esrb[T (for Teen)], has_multiplayer[yes])","I'm curious whether you play any multiplayer T rated games, for instance Tony Hawk's Pro Skater 3?"
"suggest(name[Tony Hawk's Pro Skater 3], player_perspective[third person], has_multiplayer[yes])","Are you a fan of third person multiplayer games, like Tony Hawk's Pro Skater 3, by any chance?"
