mr,ref
"recommend(name[Madden NFL 15], developer[EA Tiburon])",I've heard you mention EA Tiburon. Are you familiar with their Madden NFL 15?
"recommend(name[Madden NFL 15], developer[EA Tiburon])","So while we're talking about games by EA Tiburon, have you played Madden NFL 15?"
"recommend(name[NBA 2K16], has_multiplayer[yes])","If you're into multiplayer games, you should pick up NBA 2K16. Has anyone mentioned this game to you before?"
"recommend(name[NBA 2K16], has_multiplayer[yes])",I know you love to play multiplayer games with you friends. Have you guys tried NBA 2K16?
"recommend(name[NBA 2K16], player_perspective[third person])","Since you're into third person games, I bet you'd love NBA 2K16. Do you know anything about it?"
"recommend(name[NBA 2K16], player_perspective[third person])","Speaking of third person games, have you tried NBA 2K16?"
"recommend(name[NBA 2K16], developer[Visual Concepts])","If you're a fan of Visual Concepts, you gotta try out NBA 2K16. Have you played it, by any chance?"
"recommend(name[NBA 2K16], developer[Visual Concepts])",I know Visual Concepts is one of your favorite developers. Have you tried NBA 2K16 yet?
"recommend(name[NBA 2K16], available_on_steam[yes])","Since you get most of your games on Steam, have you tried NBA 2K16?"
"recommend(name[NBA 2K16], available_on_steam[yes])","Speaking of Steam games, have you got NBA 2K16 yet?"
"recommend(name[NBA 2K16], release_year[2015])","Speaking of slightly older games, have you tried NBA 2K16, which was released in 2015?"
"recommend(name[NBA 2K16], release_year[2015])","While we're talking about games released in 2015, have you ever played NBA 2K16?"
"recommend(name[Sid Meier's Civilization V], release_year[2010])","Speaking of games released in 2010, have you heard of Sid Meier's Civilization V?"
"recommend(name[Sid Meier's Civilization V], release_year[2010])",Another good one from 2010 was Sid Meier's Civilization V. Have you ever tried it yourself?
"recommend(name[Sid Meier's Civilization V], has_mac_release[yes])","I know there's not many Mac games out there, but a solid one is Sid Meier's Civilization V. Have you played it, by any chance?"
"recommend(name[Sid Meier's Civilization V], has_mac_release[yes])","Speaking of games released also for Mac, have you heard of Sid Meier's Civilization V?"
"recommend(name[Sid Meier's Civilization V], developer[Firaxis Games])","Since you like games developed by Firaxis Games, have you played Sid Meier's Civilization V?"
"recommend(name[Sid Meier's Civilization V], developer[Firaxis Games])","Hey, I know Firaxis Games night not have the strongest reputation, but Sid Meier's Civilization V is worth a try. Have you checked it out?"
"recommend(name[Sid Meier's Civilization V], player_perspective[bird view])","Since you like bird's eye view games, I wonder if you've ever played Sid Meier's Civilization V."
"recommend(name[Sid Meier's Civilization V], player_perspective[bird view])","Since you like bird view perspective games, have you tried Sid Meier's Civilization V?"
"recommend(name[Sid Meier's Civilization V], available_on_steam[yes])",I know you got some Steam credits for your birthday. Have you tried Sid Meier's Civilization V yet?
"recommend(name[Sid Meier's Civilization V], available_on_steam[yes])","If you like grabbing games on Steam, you should check out Sid Meier's Civilization V. Unless you've already played it?"
"recommend(name[Never Alone], platforms[PlayStation])",I was thinking of trying Never Alone on PlayStation - have you tried it?
"recommend(name[Never Alone], platforms[PlayStation])","Since you like PlayStation games, have you given Never Alone a try?"
"recommend(name[Never Alone], player_perspective[side view])","While we're on the subject of games played from a side view perspective, have you ever heard of Never Alone?"
"recommend(name[Never Alone], player_perspective[side view])","Since you seem to be fond of side view games, have you tried Never Alone?"
"recommend(name[Never Alone], esrb[T (for Teen)])","If you're looking for games with a T rating, well, have you ever played Never Alone?"
"recommend(name[Never Alone], esrb[T (for Teen)])","Since you need games rated T (for Teen) for your kids, have you thought about Never Alone?"
"recommend(name[Never Alone], genres[adventure, indie, platformer])","If you like indie adventure platformers, have you ever played Never Alone?"
"recommend(name[Never Alone], genres[adventure, indie, platformer])","Speaking of adventure platformers, have you heard of the indie game Never Alone?"
"recommend(name[Never Alone], has_multiplayer[yes])","Since you're looking for games to play with friends, have you tried the multiplayer game Never Alone?"
"recommend(name[Never Alone], has_multiplayer[yes])","If you're looking for a game with multiplayer, are you familiar with Never Alone?"
"recommend(name[Need for Speed: The Run], platforms[Xbox])","Since you play a lot of games for Xbox, I was wondering, have you played Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], platforms[Xbox])","Since you just got an Xbox, have you tried Need for Speed: The Run yet?"
"recommend(name[Need for Speed: The Run], has_multiplayer[yes])","You seem to be looking for multiplayer games, in general. I wonder, have you ever come across Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], has_multiplayer[yes])",You were mentioning games with multiplayer. Have you heard about Need for Speed: The Run?
"recommend(name[Need for Speed: The Run], player_perspective[first person])","If you like first person games, tell me, have you tried Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], player_perspective[first person])","Hey, since you like first person games, you should really try Need for Speed: The Run. Have you heard of it?"
"recommend(name[Need for Speed: The Run], esrb[T (for Teen)])","Speaking of good games that are rated T (for Teen), how about you have a look at Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], esrb[T (for Teen)])","So you talked about games with a T (for Teen) ESRB rating, so I wonder, have you played Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], release_year[2011])","Speaking of games from 2011, have you ever played Need for Speed: The Run?"
"recommend(name[Need for Speed: The Run], release_year[2011])","Hey, have you heard of this other game from 2011, Need for Speed: The Run?"
"recommend(name[The Wolf Among Us], platforms[PC])",I was looking for a new PC game and thought I'd ask you if you've ever heard of The Wolf Among Us?
"recommend(name[The Wolf Among Us], platforms[PC])","While we're on the subject of PC games, are you familiar with The Wolf Among Us?"
"recommend(name[The Wolf Among Us], available_on_steam[yes])","I know there's a lot of good games on Steam, but The Wolf Among Us comes to my mind right now. Have you given it a shot?"
"recommend(name[The Wolf Among Us], available_on_steam[yes])","I know you use Steam a lot, so I wonder if you've tried The Wolf Among Us."
"recommend(name[The Wolf Among Us], developer[Telltale Games])",Some of your favorite games seem to have been made by Telltale Games. Have you tried their The Wolf Among Us?
"recommend(name[The Wolf Among Us], developer[Telltale Games])","Since we're on the subject of games developed by Telltale Games, I'm wondering, have you played The Wolf Among Us?"
"recommend(name[The Wolf Among Us], esrb[M (for Mature)])","And speaking of games that the ESRB gave an M rating to, have you played The Wolf Among Us?"
"recommend(name[The Wolf Among Us], esrb[M (for Mature)])","If you're into M rated games, why don't you check out The Wolf Among Us?"
"recommend(name[The Wolf Among Us], player_perspective[third person])","Speaking of third person games, have you played The Wolf Among Us?"
"recommend(name[The Wolf Among Us], player_perspective[third person])","Since you like third person games I think you'd enjoy The Wolf Among Us. Have you played it, by any chance?"
