mr,ref
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor])",Guitar Hero: Smash Hits is a pretty poor rated T game.
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor])","Guitar Hero: Smash Hits isn't a good game, not even for teens, depite being rated T."
"give_opinion(name[Undertale], developer[tobyfox], rating[excellent])","Undertale is an amazing game, tobyfox really set a high standard for his future endeavors with this one."
"give_opinion(name[Undertale], developer[tobyfox], rating[excellent])","Undertale is a great game by one of my favorite developers, tobyfox."
"give_opinion(name[Age of Wonders II: The Wizard's Throne], rating[poor], player_perspective[bird view])",I didn't enjoy Age of Wonders II: The Wizard's Throne at all. It's because I just can't stand the bird view perspective the game used.
"give_opinion(name[Age of Wonders II: The Wizard's Throne], rating[poor], player_perspective[bird view])",Age of Wonders II: The Wizard's Throne is an overall poor game that even manages to mess up the bird view.
"give_opinion(name[Age of Wonders II: The Wizard's Throne], release_year[2002], rating[poor])",I thought that Age of Wonders II: The Wizard's Throne was released too early in 2002. It felt rushed and I didn't enjoy it.
"give_opinion(name[Age of Wonders II: The Wizard's Throne], release_year[2002], rating[poor])","Age of Wonders II: The Wizard's Throne was a pretty poor game. I'm not sure what was going on in 2002 but all the games released that year are bad, and sadly Age of Wonders II was no exception."
"give_opinion(name[Madden NFL 15], rating[average], has_multiplayer[yes])","Madden NFL 15 is average I guess. At first I didn't like it at all, but the multiplayer made it somewhat worthwhile."
"give_opinion(name[Madden NFL 15], rating[average], has_multiplayer[yes])",I feel like Madden NFL 15 is a pretty average multiplayer game.
"give_opinion(name[Guitar Hero: Smash Hits], release_year[2009], rating[poor])",Guitar Hero: Smash Hits was a very bad game. 2009 was a terrible year for gaming and I just can't stand the games released that year.
"give_opinion(name[Guitar Hero: Smash Hits], release_year[2009], rating[poor])","Guitar Hero: Smash Hits launched in 2009 but plays like a game from 1989, it's just not good."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], player_perspective[first person])","Guitar Hero: Smash Hits isn't a very good game, just like most first person perspective games."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], player_perspective[first person])","I wanted to like Guitar Hero: Smash Hits but honestly, it was just an underwhelming first person game."
