mr,ref
"request_explanation(rating[good], genres[action-adventure, platformer])",Why is it you find action-adventure platformers so good?
"request_explanation(rating[good], genres[action-adventure, platformer])","Hey, so what is it about action-adventure platformers that you enjoy?"
"request_explanation(developer[Ubisoft Montreal], rating[good])",Why is it that games made by Ubisoft Montreal are games you find enjoyable?
"request_explanation(developer[Ubisoft Montreal], rating[good])",Why do you like games from Ubisoft Montreal?
"request_explanation(rating[good], available_on_steam[yes])",What is it you like about games on Steam?
"request_explanation(rating[good], available_on_steam[yes])","If you don't mind me asking, what is it about the games available on Steam that you find enjoyable?"
"request_explanation(rating[good], player_perspective[third person])",What do you like about third person games?
"request_explanation(rating[good], player_perspective[third person])",What is it about third person games that makes you find them enjoyable?
"request_explanation(rating[good], has_multiplayer[no])",What do you enjoy about single-player games?
"request_explanation(rating[good], has_multiplayer[no])","I've been wondering, why is it that if a game has no multiplayer option, you always find it enjoyable?"
"request_explanation(rating[average], platforms[PlayStation])",Why do you find PlayStation games so average?
"request_explanation(rating[average], platforms[PlayStation])","So hey, why is it that you find games on the PlayStation to be so thoroughly average?"
"request_explanation(rating[average], player_perspective[third person])",Why is it that you find games with a third person perspective to be mediocre?
"request_explanation(rating[average], player_perspective[third person])",Why do you think third person games are so average in quality?
"request_explanation(rating[average], has_multiplayer[yes])","If you don't mind me asking, why do you find games with multiplayer to be mediocre?"
"request_explanation(rating[average], has_multiplayer[yes])",Is there anything in particular about multiplayer games you find so average?
"request_explanation(developer[Attention To Detail], rating[average])","Can you explain to me, why is it that the games made by Attention To Detail are ones you always find to be average in quality?"
"request_explanation(developer[Attention To Detail], rating[average])",Why do you find Attention To Detail to be so average?
"request_explanation(release_year[1999], rating[average])",Why do you think games from 1999 are so adequate?
"request_explanation(release_year[1999], rating[average])","So I've been wondering, why did you say that games released in 1999 are merely average?"
"request_explanation(rating[good], available_on_steam[yes])",Why do you tend to enjoy games that are released on Steam?
"request_explanation(rating[good], available_on_steam[yes])",Why do you like games on Steam?
"request_explanation(rating[good], genres[adventure, point-and-click])",Why do you enjoy point and click adventure games so much?
"request_explanation(rating[good], genres[adventure, point-and-click])","I've been curious about this, but why do you enjoy point-and-click adventure games?"
"request_explanation(rating[good], has_mac_release[yes])",Why is it you always tend to like games that have a Mac release?
"request_explanation(rating[good], has_mac_release[yes])",Why do you like Mac games?
"request_explanation(developer[Telltale Games], rating[good])","So if you don't mind explaining, what is it about the games created by Telltale Games that you like?"
"request_explanation(developer[Telltale Games], rating[good])",What is it about Telltale Games' that you think are good?
"request_explanation(rating[good], player_perspective[third person])",Why do you have so much fun with third person games?
"request_explanation(rating[good], player_perspective[third person])","So I've been wondering for a while now, what is it about third person games that makes you feel they're good?"
"request_explanation(developer[Visual Concepts], rating[good])",What makes you think Visual Concepts games are so good?
"request_explanation(developer[Visual Concepts], rating[good])",What is it about the games developed by Visual Concepts that makes them enjoyable to you?
"request_explanation(rating[good], platforms[PC])",So why is it you generally find PC games enjoyable?
"request_explanation(rating[good], platforms[PC])",Why do you like PC games?
"request_explanation(rating[good], genres[sport])",Why do you prefer sports games?
"request_explanation(rating[good], genres[sport])","So now I'm curious, why do you like sport games?"
"request_explanation(rating[good], player_perspective[third person])",what is it you enjoy about third person games?
"request_explanation(rating[good], player_perspective[third person])","So I'm curious now, why do you tend to enjoy games that are played from a third person perspective?"
"request_explanation(rating[good], has_multiplayer[yes])","So I'm curious, why is it you seem to enjoy multiplayer games?"
"request_explanation(rating[good], has_multiplayer[yes])",What about multiplayer games do you find enjoyable?
"request_explanation(rating[excellent], genres[shooter])",What is it about shooters that you find so great?
"request_explanation(rating[excellent], genres[shooter])","So if you don't mind me asking, why do you love shooter games so much?"
"request_explanation(release_year[2004], rating[excellent])","So I've gotten curious now, what is it about games released in 2004 that causes you to rave about how awesome they are all the time?"
"request_explanation(release_year[2004], rating[excellent])",What made 2004 such an excellent year for games?
"request_explanation(rating[excellent], platforms[PC])",Why do you love PC games so much?
"request_explanation(rating[excellent], platforms[PC])",What is it about games on the PC that makes you feel they're so amazing?
"request_explanation(rating[excellent], has_mac_release[yes])",Why do you think that Mac games are so great?
"request_explanation(rating[excellent], has_mac_release[yes])","Why is it that if a game has a Mac release, it's always one of your favorite games?"
"request_explanation(developer[Valve Corporation], rating[excellent])",What is it about Valve Corporation's games that strongly appeals to you?
"request_explanation(developer[Valve Corporation], rating[excellent])","So hey, why is it that games developed by Valve Corporation are games you find amazing?"
"request_explanation(developer[SIE Santa Monica Studio], rating[excellent])",Why do you think SIE Santa Monica Studio is so much better than others?
"request_explanation(developer[SIE Santa Monica Studio], rating[excellent])",Can you explain to me what it is about the games developed by SIE Santa Monica Studio that makes you love them so much?
"request_explanation(esrb[M (for Mature)], rating[excellent])",What is it about M rated games that you find so excellent?
"request_explanation(esrb[M (for Mature)], rating[excellent])","I'm wondering, why is it you love M rated games so much?"
"request_explanation(release_year[2018], rating[excellent])",What do you find so amazing about games from 2018?
"request_explanation(release_year[2018], rating[excellent])",What is it about the games that came out in 2018 that makes you feel they're excellent?
"request_explanation(rating[excellent], player_perspective[third person])",Why do you love third person games so much?
"request_explanation(rating[excellent], player_perspective[third person])","I'm curious, why is it that games with a third person perspective are always your favorites?"
"request_explanation(rating[excellent], genres[action-adventure, platformer, role-playing])","I'm curious, what is it about action-adventure platformers with role-playing elements that makes them some of your favorite games ever?"
"request_explanation(rating[excellent], genres[action-adventure, platformer, role-playing])",What is it about action-adventure platformer RPGs that you find so great?
"request_explanation(rating[excellent], platforms[Nintendo])",So what is it about the games on the Nintendo that makes you love them so much?
"request_explanation(rating[excellent], platforms[Nintendo])",Why do you think Nintendo makes such excellent games?
"request_explanation(rating[excellent], genres[action-adventure, shooter])",So why are action-adventure shooters some of your favorite games?
"request_explanation(rating[excellent], genres[action-adventure, shooter])",What do you find so great about action-adventure shooters?
"request_explanation(release_year[2005], rating[excellent])",What is it about 2005's games that you think are so great?
"request_explanation(release_year[2005], rating[excellent])",So what is it about the games that were released in 2005 that you find so excellent?
"request_explanation(developer[Capcom Production Studio 4], rating[excellent])",So why do you love the games made by Capcom Production Studio 4 so much?
"request_explanation(developer[Capcom Production Studio 4], rating[excellent])",Does Capcom Production Studio 4 have some secret recipe for games that makes them so attractive to you?
"request_explanation(esrb[M (for Mature)], rating[excellent])","Why do you always seem to really, really love M rated games?"
"request_explanation(esrb[M (for Mature)], rating[excellent])",Why do you love M rated games so much?
