mr,ref
"verify_attribute(name[Skyforge], release_year[2015], rating[poor])","If I remember right, you thought Skyforge was a pretty bad game. Was it just the fact that it was from 2015?"
"verify_attribute(name[Skyforge], release_year[2015], rating[poor])",So Skyforge was a game you would never play again. Is that the case with most other games from 2015?
"verify_attribute(name[Skyforge], rating[poor], player_perspective[third person])","Do you hate most third person games, or just Skyforge?"
"verify_attribute(name[Skyforge], rating[poor], player_perspective[third person])",I know you really didn't enjoy Skyforge. Do you feel similarly about other games with a third person perspective?
"verify_attribute(name[Skyforge], developer[Allods Online], rating[poor])","You didn't care for Skyforge, if I remember right. Do you typically not enjoy titles developed by Allods Online?"
"verify_attribute(name[Skyforge], developer[Allods Online], rating[poor])","Do you usually dislike games from Allods Online, or is Skyforge just bad?"
"verify_attribute(name[Skyforge], rating[poor], platforms[Xbox])",So you thought Skyforge was a pretty bad game. But do you have similar thoughts about other games for the Xbox?
"verify_attribute(name[Skyforge], rating[poor], platforms[Xbox])",It seems like Skyforge was a bad choice for you. I can't help but wonder if playing it on the Xbox was not part of the reason for a poor experience. What do you think?
"verify_attribute(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG])",You said Skyforge stunk. Don't you say that about most adventure hack-and-slash MMORPG games though?
"verify_attribute(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG])","Do you dislike all hack-and-slash adventure MMORPGs, or just Skyforge in particular?"
"verify_attribute(name[World of Warcraft], rating[good], platforms[PC])",You mentioned enjoying World of Warcraft. Do you in general like playing PC games?
"verify_attribute(name[World of Warcraft], rating[good], platforms[PC])",World of Warcraft seems to have been fun for you. Is PC the platform of your choice for gaming?
"verify_attribute(name[World of Warcraft], rating[good], has_mac_release[yes])",So you like World of Warcraft too. Is that because you can play it on Mac?
"verify_attribute(name[World of Warcraft], rating[good], has_mac_release[yes])","You enjoyed World of Warcraft, huh? Do you like other games on the Mac too?"
"verify_attribute(name[World of Warcraft], rating[good], player_perspective[third person])",You said World of Warcraft was fun. Is that true for lots of other games offering a third person perspective?
"verify_attribute(name[World of Warcraft], rating[good], player_perspective[third person])","Do you like the majority of third person games, or just World of Warcraft?"
"verify_attribute(name[World of Warcraft], developer[Blizzard Entertainment], rating[good])","Are you overall a fan of games developed by Blizzard Entertainment, or World of Warcraft only?"
"verify_attribute(name[World of Warcraft], developer[Blizzard Entertainment], rating[good])",You mentioned that World of Warcraft was pretty good in your opinion. Does Blizzard Entertainment tend to satisfy your expectations in their games?
"verify_attribute(name[World of Warcraft], rating[good], genres[adventure, MMORPG])","Do you find playing adventure MMORPGs fun, or did you just enjoy World of Warcraft?"
"verify_attribute(name[World of Warcraft], rating[good], genres[adventure, MMORPG])","You mentioned that World of Warcraft was pretty good in your book. In general, do you find adventure MMORPGs to be fun?"
"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure])","You said that The Forest of Doom was an okay game at best, but nothing special. Do you feel the same way about most role-playing text adventure games?"
"verify_attribute(name[The Forest of Doom], rating[average], genres[role-playing, text adventure])","Do you usually find Text adventure RPGs barely adequate, or was it just The Forest of Doom that was lackluster?"
"verify_attribute(name[The Forest of Doom], developer[Tin Man Games], rating[average])",You said that The Forest of Doom was not quite worth the money. Do you feel the same way about all the games made by Tin Man Games?
"verify_attribute(name[The Forest of Doom], developer[Tin Man Games], rating[average])","Are you often unimpressed by Tin Man Games' games, or was The Forest of Doom the odd one out?"
"verify_attribute(name[The Forest of Doom], release_year[2014], rating[average])","So I know you think The Forest of Doom was an okay game but could have been a lot better. I'm curious, do you perhaps feel like 2014 was a bad year for games?"
"verify_attribute(name[The Forest of Doom], release_year[2014], rating[average])",The Forest of Doom was apparently nothing more than ordinary in your view. Has that been the case with other games from 2014 too?
"verify_attribute(name[The Forest of Doom], rating[average], has_multiplayer[no])","Do you tend to find single-player games average, or is The Forest of Doom just not very good?"
"verify_attribute(name[The Forest of Doom], rating[average], has_multiplayer[no])",You said that The Forest of Doom was okay but didn't blow you away. Could it have been the lack of multiplayer?
"verify_attribute(name[The Forest of Doom], rating[average], platforms[PC])","If I remember right, you mentioned you felt that The Forest of Doom was a pretty average game. Do you have similar thoughts about a lot of other PC games?"
"verify_attribute(name[The Forest of Doom], rating[average], platforms[PC])","Are you usually unimpressed by PC games, or is The Forest of Doom kind of the black sheep?"
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], has_multiplayer[yes])","Is playing multiplayer games something you're always up to, or was Uncharted 4: A Thief's End an unusually good one?"
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], has_multiplayer[yes])",I know you thought that Uncharted 4: A Thief's End was a truly excellent game. Do you also love other games that have a multiplayer option?
"verify_attribute(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent])","I know you really, really loved Uncharted 4: A Thief's End. I'm wondering, do you feel like Naughty Dog just knows how to get every detail of their games right?"
"verify_attribute(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent])","I wanted to ask whether it's common that you deem a game from Naughty Dog simply amazing, or Uncharted 4: A Thief's End was just a special case."
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], genres[action-adventure, shooter])",You mentioned before that you love Uncharted 4: A Thief's End. Is that true for all action-adventure shooters?
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], genres[action-adventure, shooter])",You mentioned that you thought Uncharted 4: A Thief's End was an absolutely amazing game. Is the action-adventure shooter genre something right up your alley?
"verify_attribute(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], rating[excellent])",I know you mentioned that Uncharted 4: A Thief's End was one of your favorite games. Do you in general love T rated games?
"verify_attribute(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], rating[excellent])","So I know you like Uncharted 4: A Thief's End very much, but I wonder if that extends to all T rated games. What would you say?"
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], platforms[PlayStation])",You told me Uncharted 4: A Thief's End was awesome. Does that go for a lot of other games out on PlayStation?
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], platforms[PlayStation])","Do you love to play games on the PlayStation in general, or was Uncharted 4: A Thief's End one of a kind?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], platforms[PlayStation])",You said that you thought Need for Speed: Most Wanted was a good game. Have you had a similarly good experience with a bunch of other games on the PlayStation?
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], platforms[PlayStation])","Hey, I've been wondering whether you're fond of gaming on the PlayStation, or you just enjoyed Need for Speed: Most Wanted regardless."
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing])","I know you thought Need for Speed: Most Wanted was pretty fun, however, I'm wondering, do you like other driving/racing games too?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing])","Do you typically enjoy driving/racing games, or is Need for Speed: Most Wanted something special?"
"verify_attribute(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good])",Need for Speed: Most Wanted is a title I remember you liking. Do you feel the same about other games that are developed by EA Redwood Shores?
"verify_attribute(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good])","Do you usually enjoy EA Redwood Shores' work, or is Need for Speed: Most Wanted somewhat unique?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], player_perspective[third person])",You said you enjoyed Need for Speed: Most Wanted. Did the third person perspective contribute to your liking of the game you think?
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], player_perspective[third person])",You had good things to say about Need for Speed: Most Wanted. Is that usually your opinion of games with a third person perspective?
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes])","I know you liked Need for Speed: Most Wanted, but do you usually prefer games that offer multiplayer?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes])","Are you usually a fan of multiplayer games, or was Need for Speed: Most Wanted just particularly well done?"
"verify_attribute(name[Worms: Reloaded], rating[average], genres[action, platformer, strategy])","Do you find all action strategy platformers lukewarm, or just Worms: Reloaded?"
"verify_attribute(name[Worms: Reloaded], rating[average], genres[action, platformer, strategy])",You felt that Worms: Reloaded was just an average game. Would you say that you often feel similarly about other action strategy platformers?
"verify_attribute(name[Worms: Reloaded], developer[Team17 Digital Ltd], rating[average])",You were just mentioning how you felt Worms: Reloaded was a pretty average game. Do you feel similarly about other games made by Team17 Digital Ltd?
"verify_attribute(name[Worms: Reloaded], developer[Team17 Digital Ltd], rating[average])","I wonder if you think Team17 Digital Ltd is no more than an average developer, or rather that Worms: Reloaded was just an anomaly for them."
"verify_attribute(name[Worms: Reloaded], rating[average], platforms[PC])","You mentioned that Worms: Reloaded was an okay game, but nothing amazing. In general, do you feel that way about PC games?"
"verify_attribute(name[Worms: Reloaded], rating[average], platforms[PC])","Are you normally nonplussed by PC games, or is Worms: Reloaded atypical?"
"verify_attribute(name[Worms: Reloaded], rating[average], player_perspective[side view])","Do you tend to find side view games average, or did Worms: Reloaded just not quite meet your expectations?"
"verify_attribute(name[Worms: Reloaded], rating[average], player_perspective[side view])",You mentioned you felt Worms: Reloaded was just an average game. Do you find a side view perspective limiting in games?
"verify_attribute(name[Worms: Reloaded], release_year[2010], rating[average])","Do you think 2010 was just an average year for games in general, or Worms: Reloaded was simply not your cup of tea?"
"verify_attribute(name[Worms: Reloaded], release_year[2010], rating[average])","You said you felt Worms: Reloaded was merely so-so. Did 2010 just not deliver any games to get really excited for, in your opinion?"
