mr,ref
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]","Found near Crowne Plaza Hotel, Clowns is a coffee shop with a customer rating of 5 out of 5."
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Crowne Plaza Hotel is a coffee shop in Clowns with a rating 5 out of 5.
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",5 out of 5 rated Clowns coffee shop is located near Crowne Plaza Hotel.
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Near Crowne Plaza Hotel there is a coffee shop with a 5 out of 5 rating.  It's called Clowns.
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]","Located near Crowne Plaza Hotel, The Clowns coffee shop has a customer rating of 5 out of 5."
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The coffee shop Clowns is near Crowne Plaza Hotel and has a customer rating of 5 out of 5.
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]","For a coffee shop with a 5 out of 5 rating, check out Clowns near Crowne Plaza Hotel."
"name[Clowns], eatType[coffee shop], near[The Sorrento]",Close to The Sorrento you can find Clowns coffee shop.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Good customer score of 3 out of 5 Clowns  pub is a recommended place to eat. Located near the All Bar One.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Near All Bar One there is a pub named Clowns and it is rated 3 out of 5.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Near All Bar One the Clowns pub is rated 3 out of 5.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]",A pub called the Clowns has a customer rating of 3 out of 5 and is located near All Bar One.
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]","For a 3 out of 5 star customer rated pub near All Bar One, Clowns is relatively expensive."
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]","Located near All Bar One, The Clowns pub has a customer rating of 3 out of 5."
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Crowne Plaza Hotel is a popular pub in Clowns.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Clowns is near Crowne Plaza Hotel and has a customer rating of 5 out of 5.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Near Crowne Plaza Hotel is a pub named Clowns that proudly boasts a high customer rating of 5 out of 5.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]","Found near Crowne Plaza Hotel, Clowns is a pub with a customer rating of 5 out of 5."
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Crowne Plaza Hotel is a pub in Clowns with a rating 5 out of 5.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",5 out of 5 rated Clowns pub is located near Crowne Plaza Hotel.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",Near Crowne Plaza Hotel there is a pub with a 5 out of 5 rating.  It's called Clowns.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]","Located near Crowne Plaza Hotel, The Clowns pub has a customer rating of 5 out of 5."
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Clowns is near Crowne Plaza Hotel and has a customer rating of 5 out of 5.
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]","For a pub with a 5 out of 5 rating, check out Clowns near Crowne Plaza Hotel."
"name[Clowns], eatType[pub], near[The Sorrento]",Close to The Sorrento you can find Clowns pub.
"name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]",Near Burger King there is a highly rated coffee shop named Cocum.
"name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]",There is a coffee shop named Cocum located near Burger King. This coffee shop has a high customer rating.
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",coffee shop located near Café Sicilia called Cocum with a high customer rating
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",Near Café Sicilia is a high rated coffee shop called Cocum
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",coffee shop Cocum has a high customer rating and is located near Café Sicilia.
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",There is a coffee shop named Cocum located near Café Sicilia. The customer rating is high.
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]","For a coffee shop with high customer rating near Café Sicilia, try Cocum."
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]",There is a high rated coffee shop named Cocum near Café Sicilia.
"name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]","Cocum, a coffee shop with a low customer rating, is near Café Sicilia."
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Cocum is a coffee shop near Express by Holiday Inn with food at low prices.
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]","If you are looking for a meal at a bargain price in the Express by Holiday Inn area, visit Cocum coffee shop."
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Cocum coffee shop is a one star coffee shop located next to Express by Holiday Inn
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Cocum coffee shop near Express by Holiday Inn received a low  customer Rating.
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]","Cocum, a coffee shop located near Express by Holiday Inn, has low customer ratings."
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]","Cocum is a coffee shop, near Express by Holiday Inn, with a low customer rating."
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",There is a one star coffee shop Cocum located near Express by Holiday Inn
"name[Cocum], eatType[coffee shop], near[The Rice Boat]",Cocum is a coffee shop located a few steps of The Rice Boat.
"name[Cocum], eatType[coffee shop], near[The Rice Boat]","For a coffee shop near The Rice Boat, try Cocum."
"name[Cocum], eatType[coffee shop], near[The Sorrento]",Cocum is a coffee shop by The Sorrento.
"name[Cocum], eatType[pub], customer rating[high], near[Burger King]",Near Burger King there is a highly rated pub named Cocum.
"name[Cocum], eatType[pub], customer rating[high], near[Burger King]",There is a pub named Cocum located near Burger King. This pub has a high customer rating.
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",pub located near Café Sicilia called Cocum with a high customer rating
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",Near Café Sicilia is a high rated pub called Cocum
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",pub Cocum has a high customer rating and is located near Café Sicilia.
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",There is a pub named Cocum located near Café Sicilia. The customer rating is high.
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]","For a pub with high customer rating near Café Sicilia, try Cocum."
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",There is a high rated pub named Cocum near Café Sicilia.
"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]","Cocum, a pub with a low customer rating, is near Café Sicilia."
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum is a pub near Express by Holiday Inn with food at low prices.
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]","If you are looking for a meal at a bargain price in the Express by Holiday Inn area, visit Cocum pub."
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum pub is a one star pub located next to Express by Holiday Inn
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Cocum pub near Express by Holiday Inn received a low  customer Rating.
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]","Cocum, a pub located near Express by Holiday Inn, has low customer ratings."
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]","Cocum is a pub, near Express by Holiday Inn, with a low customer rating."
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",There is a one star pub Cocum located near Express by Holiday Inn
"name[Cocum], eatType[pub], near[The Rice Boat]",Cocum is a pub located a few steps of The Rice Boat.
"name[Cocum], eatType[pub], near[The Rice Boat]","For a pub near The Rice Boat, try Cocum."
"name[Cocum], eatType[pub], near[The Sorrento]",Cocum is a pub by The Sorrento.
"name[Cotto], eatType[coffee shop], near[The Bakers]",next to The Bakers resides a coffee shop by the name of Cotto.
"name[Cotto], eatType[coffee shop], near[The Bakers]",A coffee shop called Cotto is situated near The Bakers.
"name[Cotto], eatType[pub], near[The Bakers]",next to The Bakers resides a pub by the name of Cotto.
"name[Cotto], eatType[pub], near[The Bakers]",A pub called Cotto is situated near The Bakers.
"name[Giraffe], eatType[coffee shop], near[The Bakers]",A coffee shop named Giraffe is near The Bakers.
"name[Giraffe], eatType[coffee shop], near[The Bakers]",Giraffe is a coffee shop found near The Bakers.
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",Near The Rice Boat you can visit coffee shop called Giraffe.
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",Near to The Rice Boat there is a coffee shop called Giraffe.
"name[Giraffe], eatType[pub], near[The Bakers]",A pub named Giraffe is near The Bakers.
"name[Giraffe], eatType[pub], near[The Bakers]",Giraffe is a pub found near The Bakers.
"name[Giraffe], eatType[pub], near[The Rice Boat]",Near The Rice Boat you can visit pub called Giraffe.
"name[Giraffe], eatType[pub], near[The Rice Boat]",Near to The Rice Boat there is a pub called Giraffe.
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man coffee shop is near All Bar One."
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The Green Man coffee shop received a rating of 1 out of 5.  it is located near All Bar One.
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The coffee shop near All Bar One is Green Man. It has a customer rating of 1 out of 5.
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",Near All Bar One you can find a coffee shop with a 1 out of 5 customer rating called Green Man.
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","If you're nearby All Bar One, you can give the coffee shop Green Man a try, although it currently gets low ratings from other customers - a 1 out of 5."
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","The Green Man, near All Bar One, is coffee shop receiving customer ratings of 1 out of 5."
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars."
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","A coffee shop called Green Man is near All Bar One, Their customer rating is 3 out of 5."
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",A coffee shop located by All Bar One called Green Man was rated 3 out of 5 by customers.
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","Located near All Bar One, the Green Man coffee shop has a customer rating of 3 out of 5."
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",Near All Bar One is the Green Man coffee shop with a 3 out of 5 customer rating.
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]",Expect nothing less than the usual coffee shop quality at Green Man located by All Bar One.
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","Located close to All Bar One, Green Man coffee shop has a 3 out of 5 rating."
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man pub is near All Bar One."
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]",The Green Man pub received a rating of 1 out of 5.  it is located near All Bar One.
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]",The pub near All Bar One is Green Man. It has a customer rating of 1 out of 5.
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]",Near All Bar One you can find a pub with a 1 out of 5 customer rating called Green Man.
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]","If you're nearby All Bar One, you can give the pub Green Man a try, although it currently gets low ratings from other customers - a 1 out of 5."
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]","The Green Man, near All Bar One, is pub receiving customer ratings of 1 out of 5."
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a pub near All Bar One with a customer rating of 3 out of 5 stars."
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","A pub called Green Man is near All Bar One, Their customer rating is 3 out of 5."
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]",A pub located by All Bar One called Green Man was rated 3 out of 5 by customers.
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","Located near All Bar One, the Green Man pub has a customer rating of 3 out of 5."
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Near All Bar One is the Green Man pub with a 3 out of 5 customer rating.
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Expect nothing less than the usual pub quality at Green Man located by All Bar One.
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","Located close to All Bar One, Green Man pub has a 3 out of 5 rating."
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop at the riverside.
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop in the riverside area of the city.
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne coffee shop is located on the bank of the river.
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne is a pub at the riverside.
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne is a pub in the riverside area of the city.
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne pub is located on the bank of the river.
"name[Strada], eatType[coffee shop], area[city centre]",There is a coffee shop in the city centre called the Strada.
"name[Strada], eatType[coffee shop], area[city centre]",The Strada is a city centre area coffee shop.
"name[Strada], eatType[coffee shop], area[city centre]",The Strada is a coffee shop located in the centre of the city.
"name[Strada], eatType[coffee shop], area[city centre]","In city centre, there is a coffee shop called Strada."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The Strada is a coffee shop near All Bar One that has a customer rating of 1 out of 5.
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",Near All Bar One is the Strada coffee shop with a customer rating of 1 out of 5.
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","A few steps of the All Bar One, there is a coffee shop called Strada with with negative feedback from its customers."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Strada is a coffee shop close to All Bar One."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]",A coffee shop named Strada has a customer rating of 1 out of 5 and is near Rainbow Vegetarian Café.
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","Near Rainbow Vegetarian Café, there is a coffee shop called Strada with customer rating 1 out of 5."
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Strada coffee shop has a low customer Rating and is located  near Express by Holiday Inn.
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Strada coffee shop has a low customer rating and is located near Express by Holiday Inn.
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Strada is a one star coffee shop located near Express by Holiday Inn
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]","Strada is a coffee shop, near Express by Holiday Inn. It has a low customer rating."
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Strada coffee shop near Express by Holiday Inn has a low customer Rating
"name[Strada], eatType[pub], area[city centre]",There is a pub in the city centre called the Strada.
"name[Strada], eatType[pub], area[city centre]",The Strada is a city centre area pub.
"name[Strada], eatType[pub], area[city centre]",The Strada is a pub located in the centre of the city.
"name[Strada], eatType[pub], area[city centre]","In city centre, there is a pub called Strada."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]",The Strada is a pub near All Bar One that has a customer rating of 1 out of 5.
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]",Near All Bar One is the Strada pub with a customer rating of 1 out of 5.
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]","A few steps of the All Bar One, there is a pub called Strada with with negative feedback from its customers."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Strada is a pub close to All Bar One."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","The customer rated 1 out of 5, Strada is near Rainbow Vegetarian Café."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]",A pub named Strada has a customer rating of 1 out of 5 and is near Rainbow Vegetarian Café.
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]","Near Rainbow Vegetarian Café, there is a pub called Strada with customer rating 1 out of 5."
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Strada pub has a low customer Rating and is located  near Express by Holiday Inn.
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Strada pub has a low customer rating and is located near Express by Holiday Inn.
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Strada is a one star pub located near Express by Holiday Inn
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]","Strada is a pub, near Express by Holiday Inn. It has a low customer rating."
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]",Strada pub near Express by Holiday Inn has a low customer Rating
"name[Wildwood], eatType[coffee shop], area[riverside]",A coffee shop named Wildwood is located at  the riverside.
"name[Wildwood], eatType[coffee shop], area[riverside]",A coffee shop near the river is Wildwood.
"name[Wildwood], eatType[coffee shop], area[riverside]",Wildwood is a coffee shop located in riverside
"name[Wildwood], eatType[coffee shop], area[riverside]",In the riverside area there is a coffee shop named Wildwood.
"name[Wildwood], eatType[pub], area[riverside]",A pub named Wildwood is located at  the riverside.
"name[Wildwood], eatType[pub], area[riverside]",A pub near the river is Wildwood.
"name[Wildwood], eatType[pub], area[riverside]",Wildwood is a pub located in riverside
"name[Wildwood], eatType[pub], area[riverside]",In the riverside area there is a pub named Wildwood.
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.
"name[Zizzi], eatType[coffee shop], area[riverside]",You can find a coffee shop named Zizzi in the riverside area.
"name[Zizzi], eatType[coffee shop], area[riverside]",Zizzi is a riverside coffee shop.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]","Close by Burger King, is Zizzi. An average rated coffee shop."
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]",Near Burger King you can try the average Zizzi coffee shop.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]",Customers have rated the Zizzi coffee shop situated near Burger King as average.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]",An average rated coffee shop called Zizzi is nearby Burger King.
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]","Customers rate Zizzi coffee shop, near Burger King, average."
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]",The Zizzi coffee shop is located near Burger King.  It has an average customer rating.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Near Burger King is a highly rated coffee shop called Zizzi.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]","Located near Burger King, Zizzi is a high-rated coffee shop."
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",The Zizzi is a coffee shop near Burger King. It has a high customer rating.
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]","Situated nearby Burger King, is the highly rated Zizzi coffee shop."
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]","For a coffee shop highly-rated by customers, head to Zizzi near Burger King."
"name[Zizzi], eatType[coffee shop], near[The Sorrento]",Close to The Sorrento you will be able to find a coffee shop called Zizzi
"name[Zizzi], eatType[coffee shop], near[The Sorrento]",There is a coffee shop  called Zizzi located near The Sorrento.
"name[Zizzi], eatType[pub], area[riverside]",The Zizzi is a pub along the river.
"name[Zizzi], eatType[pub], area[riverside]",You can find a pub named Zizzi in the riverside area.
"name[Zizzi], eatType[pub], area[riverside]",Zizzi is a riverside pub.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]","Close by Burger King, is Zizzi. An average rated pub."
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]",Near Burger King you can try the average Zizzi pub.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]",Customers have rated the Zizzi pub situated near Burger King as average.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]",An average rated pub called Zizzi is nearby Burger King.
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]","Customers rate Zizzi pub, near Burger King, average."
"name[Zizzi], eatType[pub], customer rating[average], near[Burger King]",The Zizzi pub is located near Burger King.  It has an average customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]",Near Burger King is a highly rated pub called Zizzi.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]","Located near Burger King, Zizzi is a high-rated pub."
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]",The Zizzi is a pub near Burger King. It has a high customer rating.
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]","Situated nearby Burger King, is the highly rated Zizzi pub."
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]","For a pub highly-rated by customers, head to Zizzi near Burger King."
"name[Zizzi], eatType[pub], near[The Sorrento]",Close to The Sorrento you will be able to find a pub called Zizzi
"name[Zizzi], eatType[pub], near[The Sorrento]",There is a pub  called Zizzi located near The Sorrento.
