mr,ref
"name[Alimentum], area[riverside], familyfriendly[yes]","If you are looking for a kids Friendly establishment in the riverside area, try Alimentum."
"name[Alimentum], area[riverside], familyfriendly[yes]",Located in the riverside area the Alimentum is kid friendly.
"name[Alimentum], area[riverside], familyfriendly[yes]","Located in the riverside area, Alimentum is child friendly."
"name[Alimentum], area[riverside], familyfriendly[yes]",A kid friendly place in riverside is Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes]","Alimentum, located in the riverside area is kid friendly."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",You will find Alimentum a nice child friendly place. It is located near Burger King and riverside.
"name[Alimentum], familyfriendly[yes]",You will find Alimentum a nice child friendly place.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Alimentum is near Burger King and is not only riverside, but children friendly as well."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a family friendly establishment in the riverside area near the Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Close-by to Burger King is Alimentum, a child-friendly restaurant by the riverside."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",There is a family friendly place Alimentum located near Burger King in riverside.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a children-friendly spot near Burger King in Riverside.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Located near to Burger King on the riverside, Alimentum is a child friendly establishment."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",There is a kid-friendly restaurant in riverside near the Burger King named Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",There is a kid friendly place in riverside near Burger King named Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Alimentum is a family-friendly location in the Riverside area, near the Burger King."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","There is a child friendly place called Alimentum by the riverside, near Burger King."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Family friendly venue near the Burger King on the riverside is called Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Near the riverside is a kids friendly eatery called Alimentum. There is a Burger King close to it as well.
"name[Alimentum], area[riverside], familyfriendly[yes]",Near the riverside is a kids friendly eatery called Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","In terms of kids friendly places, there's Alimentum in Riverside, near Burger King."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","For a family-friendly atmosphere in Riverside, check out Alimentum near the Burger King."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Near Burger King on the riverside, there's a family friendly place named Alimentum."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Near Burger King, there is a kid friendly place called Alimentum near the riverside."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",This kids-friendly restaurant called Alimentum is located in riverside near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","By the riverside near Burger King, there's a kid friendly Alimentum."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a child friendly establishment located near Burger King on the riverside.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Alimentum, located near to Burger King on the riverside, is a child friendly establishment."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","In Riverside, near Burger King, there is a family friendly venue called Alimentum."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",The child-friendly Alimentum is near to Burger King by the riverside.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Near Burger King is the child friendly Alimentum. It is by the river.
"name[Alimentum], familyfriendly[yes], near[Burger King]",Near Burger King is the child friendly Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",The child-friendly riverside venue Alimentum is located near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Near Burger King, in the riverside area, is a place called Alimentum, and it is kid friendly."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a kids friendly place in the riverside area near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Located riverside near Burger King, Alimentum is children friendly."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",There is a family friendly venue named Alimentum which is located at the riverside near Burger King
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Near Burger King is Alimentum, which is child friendly and runs along the riverside."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a family friendly place in riverside near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","There's a kid-friendly restaurant named Alimentum, located near the Burger King at the riverside."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum in riverside is child friendly and is located near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","Located near Burger King in the riverside area, Alimentum is known for its kid-friendly environment."
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]","In riverside, near Burger King, is a children family place called Alimentum."
"name[Alimentum], familyfriendly[yes], near[Burger King]",Near the Burger King is a children friendly place called Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",On the riverside near the Burger King there is a kids friendly place called Alimentum.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",Alimentum is a family friendly restaurant close to the river near Burger King.
"name[Alimentum], area[riverside], familyfriendly[yes], near[Burger King]",There are child friendly establishments such as Burger King and Alimentum near the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese]","Aromi, an interesting mix of coffee shop and Chinese cuisine."
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop that offer Chinese cuisine.
"name[Aromi], eattype[coffee shop], area[riverside]",Aromi is a coffee shop in the riverside area.
"name[Aromi], eattype[coffee shop], area[riverside]",There is a coffee shop in the riverside area called Aromi.
"name[Aromi], eattype[coffee shop], area[riverside]",Aromi's a fairly decent coffee shop down at riverside.
"name[Aromi], eattype[coffee shop], area[riverside], familyfriendly[yes]","If you're looking for a decent, family friendly coffee shop in riverside, then go to Aromi."
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop providing Chinese food It is located in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop and also offer Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop selling Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese]",coffee shop and Chinese food available at the Aromi.
"name[Aromi], eattype[coffee shop], food[Chinese]",There is a coffee shop called Aromi that provides Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop providing Chinese food It is located in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop that serves Chinese food in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi coffee shop serves Chinese food in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], familyfriendly[yes]",coffee shop Aromi serves Chinese food in a family friendly environment and is of high quality.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop providing Chinese food It is located in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi coffee shop serves Chinese food in the riverside area.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",There is a coffee shop on riverside that serves Chinese food Aromi.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop that serves Chinese food on riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a Chinese food coffee shop in riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], customerrating[5 out of 5]","Aromi is a coffee shop, which offers Chinese food, and has a customer rating of 5 out of 5."
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop that serves Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], familyfriendly[yes]",Aromi is a family friendly coffee shop that serves Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop that provides Chinese food.
"name[Aromi], food[Chinese], customerrating[average], area[riverside]",Aromi has an average customer rating in Riverside that provides Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], customerrating[average]",Aromi is a Chinese coffee shop with an average customer rating.
"name[Aromi], eattype[coffee shop], food[Chinese], customerrating[average]",Aromi coffee shop serves average-rated Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",In the riverside area there is a Chinese coffee shop named Aromi.
"name[Aromi], eattype[coffee shop], food[Chinese], familyfriendly[yes]",Aromi is a family friendly coffee shop featuring Chinese cuisine.
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi Is a coffee shop that serves Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]","Aromi is a coffee shop located riverside, which serves Chinese."
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese]","The coffee shop, Aromi, serves Chinese food."
"name[Aromi], eattype[coffee shop], food[Chinese]",Aromi is a coffee shop that serves Chinese food.
"name[Aromi], eattype[coffee shop], area[city centre]",Aromi Is a coffee shop located in the centre of the city.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop that offers Chinese food in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop providing Chinese food It is located in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese], area[city centre]",Aromi is a coffee shop providing Chinese food It is located in the city centre.
"name[Aromi], eattype[coffee shop], food[Chinese]",The Aromi coffee shop serves Chinese food.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a Chinese coffee shop in the riverside area.
"eattype[coffee shop], food[Chinese], customerrating[low], area[riverside]",There is a low customer rating coffee shop that provides Chinese food located in Riverside.
"name[Aromi], eattype[coffee shop], food[Chinese], area[riverside]",Aromi is a coffee shop providing Chinese food It is located in the riverside.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is a coffee shop selling British food.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is a coffee shop selling British food.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi is a coffee shop that provides English food in the riverside area.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",there is a coffee shop Aromi in riverside offering English food.
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[yes]",The Aromi coffee shop is family-friendly and serves English food.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi is an English coffee shop by the riverside.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]","By the riverside, there is an English coffee shop named Aromi."
"name[Aromi], eattype[coffee shop], area[riverside], familyfriendly[yes]",Aromi is a family-friendly coffee shop located in a riverside area.
"name[Aromi], eattype[coffee shop], customerrating[5 out of 5], area[riverside]",Aromi is a 5 star coffee shop located along the river.
"name[Aromi], eattype[coffee shop]",There is a cheap coffee shop Aromi that is opened to all age groups and provide quality coffee drinks.
"name[Aromi], eattype[coffee shop]",Aromi is a highly recommended coffee shop that has exquisite breakfast options.
"name[Aromi], eattype[coffee shop]",Aromi is a coffee shop providing quality drinks at a very low price. It is opened to all age groups.
"name[Aromi], eattype[coffee shop]",Aromi is a coffee shop providing quality drinks at a very low price.
"name[Aromi], eattype[coffee shop], area[city centre]",Aromi is a coffee shop located in the city centre.
"name[Aromi], eattype[coffee shop], food[English], area[city centre]",Aromi is a coffee shop located in the city centre that offers English food.
"name[Aromi], eattype[coffee shop], area[city centre]",In city centre is a coffee shop called Aromi.
"name[Aromi], eattype[coffee shop], food[English], area[city centre]",Aromi is an English coffee shop in city centre.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is a coffee shop that offers English food.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is a coffee shop that offers English food.
"name[Aromi], eattype[coffee shop], food[English], area[city centre]",Aromi is an English coffee shop that is located in the City Centre.
"name[Aromi], eattype[coffee shop], food[English], area[city centre]","In the city centre area, there is a coffee shop called Aromi that serves traditional English food."
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi serves English food in coffee shop and is located in the riverside area.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is an English coffee shop that also serves food.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",In the Riverside area Aromi serves English food in a coffee shop environment.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi serves English food in coffee shop and is located in the riverside area.
"name[Aromi], eattype[coffee shop], familyfriendly[yes]","Aromi is a coffee shop located outside of the city centre, it is very family friendly and serves food"
"name[Aromi], eattype[coffee shop], food[English], area[riverside]","Located by the river, Aromi is a British coffee shop serving food at all times of the day."
name[Aromi],There is a cheap restaurant Aromi located in the centre of the city that provides take-away deliveries.
name[Aromi],The name of the place is Aromi.
"name[Aromi], eattype[coffee shop]",Aromi is a coffee shop providing take-away deliveries in the low price range. It is located in the city centre.
"name[Aromi], eattype[coffee shop]",Aromi is a coffee shop providing take-away deliveries in the low price range.
"name[Aromi], eattype[coffee shop], customerrating[average], familyfriendly[yes]",Aromi is a average customer rated family coffee shop.
name[Aromi],The name of the place is Aromi.
"name[Aromi], eattype[coffee shop], customerrating[average], familyfriendly[yes]",Aromi is a average customer rated family coffee shop.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi is an English food serving coffee shop on the riverside.
"name[Aromi], eattype[coffee shop], area[riverside], familyfriendly[yes]",Aromi is a child-friendly coffee shop located on riverside.
"name[Aromi], eattype[coffee shop], customerrating[high], familyfriendly[yes]",The coffee shop Aromi is child-friendly and has a high customer rating.
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[yes]",Aromi is a child friendly coffee shop which serves English food.
"name[Aromi], eattype[coffee shop], food[English], customerrating[low]",Aromi is a low rated coffee shop that serves English food.
"name[Aromi], eattype[coffee shop], area[city centre], familyfriendly[yes]",Aromi serves fresh coffee with a family atmosphere in the city centre.
"name[Aromi], eattype[coffee shop], area[city centre], familyfriendly[yes]","Located in the city centre, Aromi is a family-friendly coffee shop."
"name[Aromi], eattype[coffee shop], area[city centre]",Aromi has coffee with a friendly atmosphere and located in City Centre.
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[yes]",Aromi is a coffee shop that is family-friendly and sells English food.
"name[Aromi], eattype[coffee shop]","Aromi is small coffee shop, ideal for individuals near the city centre of Cambridge"
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[no]",Aromi is a coffee shop which is not family friendly. It serves British food.
"name[Aromi], eattype[coffee shop], familyfriendly[no]",Aromi is a coffee shop which is not family friendly.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]","In riverside, there is an English coffee shop called Aromi."
"name[Aromi], eattype[coffee shop], food[English]","Aromi is a British small coffee shop, ideal for individuals look for a short stop near the waterfront"
"name[Aromi], eattype[coffee shop], familyfriendly[no]",Aromi is a coffee shop near city centre not family orientated
"name[Aromi], eattype[coffee shop], familyfriendly[no]",Aromi is a coffee shop near city centre not family orientated
"name[Aromi], eattype[coffee shop], area[riverside]",Aromi is a coffee shop located in the area of Riverside.
"name[Aromi], eattype[coffee shop], customerrating[low], area[riverside]",Aromi is a low-priced coffee shop in the riverside.
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[no]",Aromi is a coffee shop serving British food. It is not family friendly.
"name[Aromi], eattype[coffee shop], food[English]",Aromi is a coffee shop serving British food.
"name[Aromi], eattype[coffee shop], food[English], area[riverside]",Aromi is an English coffee shop in riverside.
"name[Aromi], eattype[coffee shop], customerrating[low], area[riverside]","Aromi has a low rating they are in the Riverside area, they have food and coffee."
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[yes]","Aromi is a coffee shop, which has a nice clientele, family atmosphere and English food service."
"name[Aromi], eattype[coffee shop], area[riverside], familyfriendly[yes]",Aromi is a family friendly coffee shop located on the river.
"name[Aromi], eattype[coffee shop], food[English], familyfriendly[yes]","For English food, try the family friendly coffee shop, Aromi."
"name[Aromi], eattype[coffee shop], area[riverside], familyfriendly[yes]",Aromi is a family friendly coffee shop located near the River.
"name[Aromi], eattype[coffee shop], familyfriendly[yes]",Aromi is a coffee shop and restaurant that is family restaurant located north of the City center.
"name[Aromi], eattype[coffee shop], familyfriendly[yes]",Aromi offers food and is a coffee shop that is family friendly and located north of the City center.
"name[Aromi], eattype[coffee shop], customerrating[low], familyfriendly[yes]",Aromi is a one-star coffee shop that is family friendly.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",Bibimbap House in city centre near Café Sicilia.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",A restaurant called Bibimbap House is located near Café Sicilia in the city centre area.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",Bibimbap House is near Café Sicilia in the city center.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",Bibimbap House is near Café Sicilia in city centre.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",A restaurant named Bibimbap House is located near Café Sicilia in the city centre area.
"name[Bibimbap House], area[city centre], near[Café Sicilia]",Bibimbap House is in the city center near Café Sicilia.
"name[Bibimbap House], area[riverside], near[Café Sicilia]",By the riverside and near Café Sicilia is Bibimbap House.
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Bibimbap House is near Café Sicilia. It is located on the riverside.
"name[Bibimbap House], near[Café Sicilia]",Bibimbap House is near Café Sicilia.
"name[Bibimbap House], area[riverside], near[Café Sicilia]","By the riverside, close to Café Sicilia, a Bibimbap House can be found."
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Bibimbap House can be found in the riverside area near Café Sicilia.
"name[Bibimbap House], area[riverside], near[Café Sicilia]","Bibimbap House is in the area of riverside, near Café Sicilia."
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Bibimbap House can be found near Café Sicilia in the riverside area.
"name[Bibimbap House], area[riverside], near[Café Sicilia]","Check out the Bibimbap House in the Riverside area, located near Café Sicilia."
"name[Bibimbap House], area[riverside], near[Café Sicilia]",In the riverside area there is a restaurant called Bibimbap House. It located near Café Sicilia.
"name[Bibimbap House], area[riverside]",In the riverside area there is a restaurant called Bibimbap House.
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Come visit Bibimbap House in the riverside area near Café Sicilia.
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Along the riverside and near Café Sicilia sits Bibimbap House.
"name[Bibimbap House], area[riverside], near[Café Sicilia]",Bibimbap House is located near Café Sicilia along the riverside.
